,acantholimon_aspadanum,acantholimon_scorpius,acanthophyllum_crassifolium,acantolimun_hohenacheri,achillea_filipendula,achillea_millefolium,agropyron_cristatum,agropyron_long,agropyron_repens,agropyrum_elongatum,agropyrun_intermedium,agropyrun_trichophorun,ajuga_reptans,alchemilla_rigida,alchemilla_surculosa,alchemillia_rigida,allium_aucheri,allium_colchicifolium,allium_vavilovii,alyssum_bracteatum,alyssum_hirsutum,alyssum_minus,anagallis_arvensis,androsace_maxima,anthemis_candidissima,anthemis_tinctoria,apium_graveolens,arenaria_insignis,artemisia_aucheri,artemisia_sieberi,asperula_arvensis,asperula_brachyantha,asperula_odorata,astragalus_aegobromus,astragalus_brachyodontus,astragalus_effuses,astragalus_glucacanthus,astragalus_grammocalyx,astragalus_microcephalus,astragalus_pinetorum,astragalus_pulchellus,astragalus_verus,boissiera_squarrosa,bromus_briziformis,bromus_danthoniae,bromus_tectorum,bromus_tomentellus,bromus_tomentosus,bunium_kuhitangi,calamagrostis_pseudophragmites,capsella_bursa,cardaria_draba,carex_divulsa,carex_stenophylla,centaurea_aucheri,centaurea_elbursensis,centaurea_iljinii,centaurea_ovina,ceratocarpus_arenarius,chenopodium_botrys,cirisium_arvense,cirsium_bornmulleri,cirsium_bracteosum,convolvulus_commutatus,convolvulus_pseudocantabrica,cousinia_eryngioides,cousinia_gmelini,cousinia_habilitzlii,cousinia_iranica,cousinia_tenella,dactylis_glomerata,draba_aucheri,draba_siliquosa,echinops_chorassanicus,echium_italicum,ephedra_intermedia,ephorbia_bungei,erodium_cicutarium,erodium_gruinum,eryngium_bilardieri,eryngium_caucasicum,eryngium_pyramidale,euphorbia_humilis,eurotia_ceratoides,falcaria_falcarioides,falcaria_vulgaris,ferula_ovina,ferula_schtschurowskiana,festuca_arundinaceae,festuca_ovina,festuca_rubra,festuca_valesiaca,fibigia_suffruticosa,fragaria_vesca,galium_verum,geranim_dissectum,geranium_collinum,geranium_robertianum,glaucium_corniculatum,helianthemum_nummularium,heracleum_gorganicum,heracleum_persicum,heteranthelium_piliferum,hordeum_bulbosom,hypericum_perforatum,hypericum_scabrum,id_id,ixiolirion_tataricum,koeleria_macrantha,koelpinia_tenuissima,lactuca_serriola,lamium_album,lepidium_aucheri,lithospermum_arvense,lolium_perenne,malva_neglecta,malva_parviflora,malva_rotundifolia,medicago_lupulina,medicago_minima,medicago_rigidula,mentha_spicata,myosotis_lithospermifolia,myosotis_palustris,myosotis_stricta,notoceras_bicorne,onobrychis_cornuta,onobrychis_michauxii,onobrychis_radiata,onopordon_heteracanthum,orobanche_purpurea,papaver_bracteatum,peganum_harmala,phalaris_arundinaceae,phleum_alpinum,phloem_montanum,phlomis_anisodonta,phlomis_cancellata,phlomis_olivieri,phlomis_oucheri,pimpinella_aurea,pimpinella_saxifraga,pimpinella_tragium,plantago_atrata,plantago_lanceolata,plantago_ovata,poa_annua,poa_bulbosa,poa_pratensis,potentilia_recta,potentilla_gaubeana,potentilla_meyeri,potentilla_polyschista,potentilla_reptans,ranunculus_buhsei,ranunculus_straussii,rheum_turkestanicum,rhinchochoris_elephants,rosa_persica,rumex_elbursnis,salvia_hypoleuca,sanguisorba_minor,scariola_arientalis,sedum_caespitosum,sedum_gracile,senecio_paucilobus,silene_aucheriana,silene_longipetala,silene_vulgaris,sisymbrium_altissimum,sisymbrium_officinale,sophora_alopecuroides,stachys_byzanthina,stachys_inflata,stachys_lavandulifolia,stachys_persica,stellaria_graminea,stellaria_media,stipa_barbata,stipa_lessingiana,taraxacum_montanum,taraxacum_serotinum,teucrium_macrum,teucrium_polium,thymus_fallax,thymus_kotschyanus,torilis_arvensis,tragopogon_montanus,traxacum_baltistannicum,trifolium_pratense,trifolium_repense,turgenia_latifolia,urtica_dioica,verbascum_cheiranthifolium,verbascum_haesarense,verbascum_phlomoides,verbascum_pulverulentum,verbascumflavidum_boiss,veronica_bozakmanii,veronica_intercedens,veronica_varna,vicia_ervilla,vicia_persica,vinca_herbacea,ziziphora_clinopodioides
602,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,0,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,14,NA,NA,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,14,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,0,NA,0,NA,NA,55,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,14,NA,0,NA
603,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,67,NA,NA,NA,0,NA,0,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,15,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,67,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
604,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,0,NA,NA,NA,NA,16,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,35,NA,NA,NA,0,NA,2,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,12,NA,NA,NA,0,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,14,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,NA,NA,68,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
605,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,58,NA,NA,NA,0,NA,5,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,10,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,9,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,51,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
606,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,35,NA,NA,NA,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,9,NA,NA,NA,0,NA,5,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,0,NA,NA,56,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,0,NA
607,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,0,NA,NA,NA,NA,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,33,NA,NA,NA,0,NA,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,33,NA,NA,NA,0,NA,10,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,0,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,NA,0,NA,NA,77,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,3,NA
608,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,0,NA,NA,NA,NA,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,40,NA,NA,NA,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,4,NA,8,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,65,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
609,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,28,NA,NA,NA,0,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,5,NA,5,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,NA,0,NA,NA,60,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,14,NA
610,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,1,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,27,NA,NA,NA,0,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,10,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,3,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,0,NA,NA,58,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,0,NA
611,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,68,NA,NA,NA,0,NA,0,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,NA,NA,NA,0,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,11,NA,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,5,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,54,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,13,NA
612,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,0,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,34,NA,NA,NA,0,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,NA,0,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,11,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,3,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,76,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,NA,1,NA
613,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,0,NA,NA,NA,NA,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,52,NA,NA,NA,0,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,7,NA,13,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,8,NA,0,NA,NA,56,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,NA,16,NA
614,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,39,NA,NA,NA,0,NA,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,10,NA,11,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,1,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,46,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,0,NA,7,NA
615,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,NA,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,51,NA,NA,NA,0,NA,0,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,0,NA,1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,5,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,51,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
616,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,NA,NA,NA,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,28,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,0,NA,12,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,NA,0,NA,NA,67,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
617,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,50,NA,NA,NA,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,NA,6,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,0,NA,NA,65,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,NA,4,NA
618,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,12,NA,NA,NA,0,NA,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,28,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,1,NA,17,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,0,NA,NA,56,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,12,NA,0,NA
619,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,0,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,78,NA,NA,NA,0,NA,0,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,21,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,NA,NA,NA,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,2,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,0,NA,NA,65,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,0,NA,0,NA
620,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,0,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,35,NA,NA,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,15,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,73,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,0,NA,0,NA
621,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,0,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,46,NA,NA,NA,0,NA,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,NA,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,maz_java_GA1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,4,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,4,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,40,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,0,NA
